Año,Trimestre,Provincia,Accesos por cada 100 hab,Código INDEC_x,Código INDEC_y
2024,1,Buenos Aires,27.8,6.0,6.0
2024,1,Ciudad Autónoma de Buenos Aires,48.78,2.0,
2024,1,Catamarca,17.5,10.0,10.0
2024,1,Chaco,12.48,22.0,22.0
2024,1,Chubut,26.02,26.0,26.0
2024,1,Córdoba,27.77,14.0,14.0
2024,1,Corrientes,13.68,18.0,18.0
2024,1,Entre Ríos,20.72,30.0,30.0
2024,1,Formosa,10.08,34.0,34.0
2024,1,Jujuy,14.74,38.0,38.0
2024,1,La Pampa,33.11,42.0,42.0
2024,1,La Rioja,21.3,46.0,46.0
2024,1,Mendoza,14.67,50.0,50.0
2024,1,Misiones,15.46,54.0,54.0
2024,1,Neuquén,23.66,58.0,58.0
2024,1,Río Negro,21.88,62.0,62.0
2024,1,Salta,13.63,66.0,66.0
2024,1,San Juan,13.15,70.0,70.0
2024,1,San Luis,29.39,74.0,74.0
2024,1,Santa Cruz,20.1,78.0,78.0
2024,1,Santa Fe,25.28,82.0,82.0
2024,1,Santiago Del Estero,12.26,,
2024,1,Tierra Del Fuego,32.54,,
2024,1,Tucumán,14.98,94.0,94.0
2023,4,Buenos Aires,27.68,6.0,6.0
2023,4,Ciudad Autónoma de Buenos Aires,47.8,2.0,
2023,4,Catamarca,17.46,10.0,10.0
2023,4,Chaco,11.85,22.0,22.0
2023,4,Chubut,26.04,26.0,26.0
2023,4,Córdoba,27.76,14.0,14.0
2023,4,Corrientes,13.84,18.0,18.0
2023,4,Entre Ríos,20.91,30.0,30.0
2023,4,Formosa,9.98,34.0,34.0
2023,4,Jujuy,14.77,38.0,38.0
2023,4,La Pampa,32.93,42.0,42.0
2023,4,La Rioja,21.35,46.0,46.0
2023,4,Mendoza,14.55,50.0,50.0
2023,4,Misiones,15.33,54.0,54.0
2023,4,Neuquén,23.78,58.0,58.0
2023,4,Río Negro,21.61,62.0,62.0
2023,4,Salta,13.8,66.0,66.0
2023,4,San Juan,12.75,70.0,70.0
2023,4,San Luis,29.21,74.0,74.0
2023,4,Santa Cruz,21.94,78.0,78.0
2023,4,Santa Fe,25.08,82.0,82.0
2023,4,Santiago Del Estero,12.18,,
2023,4,Tierra Del Fuego,32.75,,
2023,4,Tucumán,15.12,94.0,94.0
2023,3,Buenos Aires,27.5,6.0,6.0
2023,3,Ciudad Autónoma de Buenos Aires,47.6,2.0,
2023,3,Catamarca,17.44,10.0,10.0
2023,3,Chaco,11.46,22.0,22.0
2023,3,Chubut,25.82,26.0,26.0
2023,3,Córdoba,27.57,14.0,14.0
2023,3,Corrientes,13.9,18.0,18.0
2023,3,Entre Ríos,20.58,30.0,30.0
2023,3,Formosa,9.89,34.0,34.0
2023,3,Jujuy,14.73,38.0,38.0
2023,3,La Pampa,32.62,42.0,42.0
2023,3,La Rioja,21.41,46.0,46.0
2023,3,Mendoza,14.52,50.0,50.0
2023,3,Misiones,15.12,54.0,54.0
2023,3,Neuquén,23.8,58.0,58.0
2023,3,Río Negro,21.04,62.0,62.0
2023,3,Salta,13.94,66.0,66.0
2023,3,San Juan,12.85,70.0,70.0
2023,3,San Luis,28.2,74.0,74.0
2023,3,Santa Cruz,12.17,78.0,78.0
2023,3,Santa Fe,24.87,82.0,82.0
2023,3,Santiago Del Estero,12.08,,
2023,3,Tierra Del Fuego,31.41,,
2023,3,Tucumán,15.17,94.0,94.0
2023,2,Buenos Aires,27.1,6.0,6.0
2023,2,Ciudad Autónoma de Buenos Aires,47.27,2.0,
2023,2,Catamarca,17.15,10.0,10.0
2023,2,Chaco,11.46,22.0,22.0
2023,2,Chubut,25.28,26.0,26.0
2023,2,Córdoba,27.59,14.0,14.0
2023,2,Corrientes,13.79,18.0,18.0
2023,2,Entre Ríos,19.26,30.0,30.0
2023,2,Formosa,9.75,34.0,34.0
2023,2,Jujuy,14.78,38.0,38.0
2023,2,La Pampa,32.4,42.0,42.0
2023,2,La Rioja,21.3,46.0,46.0
2023,2,Mendoza,14.54,50.0,50.0
2023,2,Misiones,15.03,54.0,54.0
2023,2,Neuquén,23.5,58.0,58.0
2023,2,Río Negro,21.09,62.0,62.0
2023,2,Salta,13.92,66.0,66.0
2023,2,San Juan,12.1,70.0,70.0
2023,2,San Luis,26.73,74.0,74.0
2023,2,Santa Cruz,12.39,78.0,78.0
2023,2,Santa Fe,24.79,82.0,82.0
2023,2,Santiago Del Estero,11.7,,
2023,2,Tierra Del Fuego,31.54,,
2023,2,Tucumán,15.05,94.0,94.0
2023,1,Buenos Aires,26.81,6.0,6.0
2023,1,Ciudad Autónoma de Buenos Aires,50.23,2.0,
2023,1,Catamarca,16.83,10.0,10.0
2023,1,Chaco,11.53,22.0,22.0
2023,1,Chubut,26.32,26.0,26.0
2023,1,Córdoba,27.2,14.0,14.0
2023,1,Corrientes,13.71,18.0,18.0
2023,1,Entre Ríos,19.37,30.0,30.0
2023,1,Formosa,9.87,34.0,34.0
2023,1,Jujuy,14.88,38.0,38.0
2023,1,La Pampa,31.81,42.0,42.0
2023,1,La Rioja,21.23,46.0,46.0
2023,1,Mendoza,14.34,50.0,50.0
2023,1,Misiones,14.7,54.0,54.0
2023,1,Neuquén,23.38,58.0,58.0
2023,1,Río Negro,21.27,62.0,62.0
2023,1,Salta,13.97,66.0,66.0
2023,1,San Juan,12.67,70.0,70.0
2023,1,San Luis,25.8,74.0,74.0
2023,1,Santa Cruz,12.92,78.0,78.0
2023,1,Santa Fe,24.57,82.0,82.0
2023,1,Santiago Del Estero,11.8,,
2023,1,Tierra Del Fuego,30.9,,
2023,1,Tucumán,14.95,94.0,94.0
2022,4,Buenos Aires,26.72,6.0,6.0
2022,4,Ciudad Autónoma de Buenos Aires,50.35,2.0,
2022,4,Catamarca,16.73,10.0,10.0
2022,4,Chaco,11.66,22.0,22.0
2022,4,Chubut,26.23,26.0,26.0
2022,4,Córdoba,27.26,14.0,14.0
2022,4,Corrientes,13.6,18.0,18.0
2022,4,Entre Ríos,19.14,30.0,30.0
2022,4,Formosa,10.03,34.0,34.0
2022,4,Jujuy,14.95,38.0,38.0
2022,4,La Pampa,31.23,42.0,42.0
2022,4,La Rioja,21.26,46.0,46.0
2022,4,Mendoza,14.33,50.0,50.0
2022,4,Misiones,14.39,54.0,54.0
2022,4,Neuquén,23.41,58.0,58.0
2022,4,Río Negro,21.04,62.0,62.0
2022,4,Salta,14.04,66.0,66.0
2022,4,San Juan,12.96,70.0,70.0
2022,4,San Luis,25.83,74.0,74.0
2022,4,Santa Cruz,12.95,78.0,78.0
2022,4,Santa Fe,24.65,82.0,82.0
2022,4,Santiago Del Estero,11.92,,
2022,4,Tierra Del Fuego,30.07,,
2022,4,Tucumán,15.12,94.0,94.0
2022,3,Buenos Aires,26.37,6.0,6.0
2022,3,Ciudad Autónoma de Buenos Aires,50.22,2.0,
2022,3,Catamarca,16.62,10.0,10.0
2022,3,Chaco,11.72,22.0,22.0
2022,3,Chubut,25.86,26.0,26.0
2022,3,Córdoba,27.04,14.0,14.0
2022,3,Corrientes,12.69,18.0,18.0
2022,3,Entre Ríos,19.04,30.0,30.0
2022,3,Formosa,11.14,34.0,34.0
2022,3,Jujuy,15.06,38.0,38.0
2022,3,La Pampa,31.82,42.0,42.0
2022,3,La Rioja,21.47,46.0,46.0
2022,3,Mendoza,14.24,50.0,50.0
2022,3,Misiones,14.11,54.0,54.0
2022,3,Neuquén,23.92,58.0,58.0
2022,3,Río Negro,20.91,62.0,62.0
2022,3,Salta,13.99,66.0,66.0
2022,3,San Juan,12.94,70.0,70.0
2022,3,San Luis,23.39,74.0,74.0
2022,3,Santa Cruz,12.85,78.0,78.0
2022,3,Santa Fe,24.7,82.0,82.0
2022,3,Santiago Del Estero,11.91,,
2022,3,Tierra Del Fuego,29.5,,
2022,3,Tucumán,15.14,94.0,94.0
2022,2,Buenos Aires,26.12927127832741,6.0,6.0
2022,2,Ciudad Autónoma de Buenos Aires,49.873561256261084,2.0,
2022,2,Catamarca,15.871790195247085,10.0,10.0
2022,2,Chaco,11.70254390369554,22.0,22.0
2022,2,Chubut,25.499919336270644,26.0,26.0
2022,2,Córdoba,26.781590841133493,14.0,14.0
2022,2,Corrientes,12.732146965383649,18.0,18.0
2022,2,Entre Ríos,19.10468595065942,30.0,30.0
2022,2,Formosa,11.049814591140093,34.0,34.0
2022,2,Jujuy,14.656913524540677,38.0,38.0
2022,2,La Pampa,30.632721559665786,42.0,42.0
2022,2,La Rioja,21.331409216914373,46.0,46.0
2022,2,Mendoza,13.782233784570575,50.0,50.0
2022,2,Misiones,13.89002818196789,54.0,54.0
2022,2,Neuquén,23.81745752817118,58.0,58.0
2022,2,Río Negro,20.867543527383393,62.0,62.0
2022,2,Salta,13.936010557448652,66.0,66.0
2022,2,San Juan,12.597912455631214,70.0,70.0
2022,2,San Luis,23.396972678771853,74.0,74.0
2022,2,Santa Cruz,12.83962283852644,78.0,78.0
2022,2,Santa Fe,24.495906799164608,82.0,82.0
2022,2,Santiago Del Estero,11.836737968128928,,
2022,2,Tierra Del Fuego,29.60495526496903,,
2022,2,Tucumán,14.6914572899128,94.0,94.0
2022,1,Buenos Aires,25.563030152028354,6.0,6.0
2022,1,Ciudad Autónoma de Buenos Aires,46.01434762144353,2.0,
2022,1,Catamarca,14.805619574995312,10.0,10.0
2022,1,Chaco,11.775342040436145,22.0,22.0
2022,1,Chubut,26.988759663104396,26.0,26.0
2022,1,Córdoba,26.255262218351167,14.0,14.0
2022,1,Corrientes,12.545281287312793,18.0,18.0
2022,1,Entre Ríos,19.04540527092108,30.0,30.0
2022,1,Formosa,8.896427435598431,34.0,34.0
2022,1,Jujuy,14.847641828629394,38.0,38.0
2022,1,La Pampa,30.200415031402574,42.0,42.0
2022,1,La Rioja,20.96917417226944,46.0,46.0
2022,1,Mendoza,13.5994765497552,50.0,50.0
2022,1,Misiones,13.357539336702546,54.0,54.0
2022,1,Neuquén,22.07746042609429,58.0,58.0
2022,1,Río Negro,20.61822984084394,62.0,62.0
2022,1,Salta,13.588166053353753,66.0,66.0
2022,1,San Juan,11.092116468606637,70.0,70.0
2022,1,San Luis,23.101656231687382,74.0,74.0
2022,1,Santa Cruz,12.894297328809571,78.0,78.0
2022,1,Santa Fe,24.307396998934415,82.0,82.0
2022,1,Santiago Del Estero,11.706882132029497,,
2022,1,Tierra Del Fuego,29.13865104068589,,
2022,1,Tucumán,14.215533334298076,94.0,94.0
2021,4,Buenos Aires,25.36251411440295,6.0,6.0
2021,4,Ciudad Autónoma de Buenos Aires,45.848510714562856,2.0,
2021,4,Catamarca,14.054223759225387,10.0,10.0
2021,4,Chaco,11.772399458164147,22.0,22.0
2021,4,Chubut,25.309325144656967,26.0,26.0
2021,4,Córdoba,25.873153715537683,14.0,14.0
2021,4,Corrientes,11.983198552620907,18.0,18.0
2021,4,Entre Ríos,18.88227767661483,30.0,30.0
2021,4,Formosa,8.768865242200624,34.0,34.0
2021,4,Jujuy,14.555241944242491,38.0,38.0
2021,4,La Pampa,29.509892061530994,42.0,42.0
2021,4,La Rioja,20.742382050283958,46.0,46.0
2021,4,Mendoza,13.25625900699059,50.0,50.0
2021,4,Misiones,13.363319043268442,54.0,54.0
2021,4,Neuquén,21.817563119077384,58.0,58.0
2021,4,Río Negro,20.205613568445425,62.0,62.0
2021,4,Salta,13.759337691497715,66.0,66.0
2021,4,San Juan,10.084133235970333,70.0,70.0
2021,4,San Luis,22.97895624197615,74.0,74.0
2021,4,Santa Cruz,12.808821353847454,78.0,78.0
2021,4,Santa Fe,24.23965799751964,82.0,82.0
2021,4,Santiago Del Estero,11.675440470480114,,
2021,4,Tierra Del Fuego,29.171007839182543,,
2021,4,Tucumán,13.852880446424063,94.0,94.0
2021,3,Buenos Aires,23.96989190399953,6.0,6.0
2021,3,Ciudad Autónoma de Buenos Aires,45.90038346526859,2.0,
2021,3,Catamarca,13.407472376612356,10.0,10.0
2021,3,Chaco,11.48213456009956,22.0,22.0
2021,3,Chubut,24.738375502880167,26.0,26.0
2021,3,Córdoba,24.885957628675673,14.0,14.0
2021,3,Corrientes,11.8228555121759,18.0,18.0
2021,3,Entre Ríos,18.590565595869126,30.0,30.0
2021,3,Formosa,8.643582187295351,34.0,34.0
2021,3,Jujuy,14.240381868423986,38.0,38.0
2021,3,La Pampa,27.767891191051227,42.0,42.0
2021,3,La Rioja,20.565964530219404,46.0,46.0
2021,3,Mendoza,12.710228113581037,50.0,50.0
